OrderDate,ReturnDate,SalesOrderNumber,CustomerKey,Customer,BusinessType,Continent,CountryName,StateCode,StateName,CityName,ProductKey,ProductName,SubcategoryName,ProductSize,ProductDetail,CategoryName,ReturnQuantity,UnitPrice,ReturnAmount
2012-10-28 00:00:00,2012-11-04 00:00:00,SO50310,309,Monsterio,Supplement Store,North America,United States,TX,Texas,Houston,421,Serious MASS Gainer,Gainer,1lbs,Strawberry,Carbs,2,"196,329","392,658"
2012-10-28 00:00:00,2012-11-15 00:00:00,SO50296,313,Muscle Maniac,Gym,North America,United States,CA,California,El Cajon,327,100% Egg Protein,Egg Protein,2lbs,Coconut,Protein,1,"469,794","469,794"
2012-10-28 00:00:00,2012-11-08 00:00:00,SO50297,343,Nutrition Brute,Supplement Store,North America,United States,WA,Washington,Ellensburg,456,Women's Tights,Vests,S,Black,Clothing,3,"44,994","134,982"
2012-10-28 00:00:00,2012-11-07 00:00:00,SO50297,343,Nutrition Brute,Supplement Store,North America,United States,WA,Washington,Ellensburg,407,Xtend Original BCAA,BCAA,90 Servings,NA,Amino Acids,2,"65,602","131,204"
2012-10-28 00:00:00,2012-11-15 00:00:00,SO50221,527,Nutrition Capacity,Supplement Store,North America,United States,CO,Colorado,Parker,389,Pure Casein Protein,Casein Protein,2lbs,Vanilla,Protein,3,"600,263","1800,788"
2012-10-28 00:00:00,2012-11-18 00:00:00,SO50295,352,Nutrition Explosive,Supplement Store,North America,Canada,AB,Alberta,Edmonton,352,100% Egg Protein,Egg Protein,5lbs,Banana,Protein,1,"1242,852","1242,852"
2012-10-28 00:00:00,2012-11-15 00:00:00,SO50295,352,Nutrition Explosive,Supplement Store,North America,Canada,AB,Alberta,Edmonton,362,100% Egg Protein,Egg Protein,5lbs,Capuccino,Protein,2,"1229,459","2458,918"
2012-10-28 00:00:00,2012-11-18 00:00:00,SO50295,352,Nutrition Explosive,Supplement Store,North America,Canada,AB,Alberta,Edmonton,358,100% Egg Protein,Egg Protein,5lbs,Strawberry,Protein,3,"1229,459","3688,377"
2012-10-28 00:00:00,2012-11-10 00:00:00,SO50295,352,Nutrition Explosive,Supplement Store,North America,Canada,AB,Alberta,Edmonton,420,Myolean Evolution,Meal Replacement,30 serv,Natural,Carbs,1,"141,615","141,615"
2012-10-28 00:00:00,2012-11-17 00:00:00,SO50295,352,Nutrition Explosive,Supplement Store,North America,Canada,AB,Alberta,Edmonton,411,ONE,Meal Replacement,3lbs,Natural,Carbs,1,"125,415","125,415"
2012-10-28 00:00:00,2012-11-15 00:00:00,SO50214,258,Nutrition Intense,Supplement Store,North America,United States,CA,California,Sacramento,371,Concentrate Whey Protein,Whey Protein,5lbs,Strawberry,Protein,4,"1308,938","5235,750"
2012-10-28 00:00:00,2012-11-13 00:00:00,SO50272,97,Nutrition Jog,Supplement Store,North America,United States,CA,California,Newark,233,Long-Sleeve Logo Jersey,Jerseys,L,Black,Clothing,2,"28,840","57,681"
2012-10-28 00:00:00,2012-11-07 00:00:00,SO50294,312,Nutrition Life,Supplement Store,North America,United States,CA,California,Culver City,366,Isolate Whey Protein,Whey Protein,2lbs,Banana,Protein,2,"647,994","1295,988"
2012-10-28 00:00:00,2012-11-10 00:00:00,SO50294,312,Nutrition Life,Supplement Store,North America,United States,CA,California,Culver City,213,Men Multivitamin for Men,Vitamins,240 Tablets,NA,Vitamins,2,"20,187","40,373"
2012-10-28 00:00:00,2012-11-08 00:00:00,SO50304,79,Nutrition Naturo,Supplement Store,North America,United States,CO,Colorado,Greeley,216,Animal Pak Multivitamin,Vitamins,44 Packs,NA,Vitamins,3,"20,187","60,560"
2012-10-28 00:00:00,2012-11-05 00:00:00,SO50304,79,Nutrition Naturo,Supplement Store,North America,United States,CO,Colorado,Greeley,460,Men's Jacket,Jackets,M,Black,Clothing,5,"53,994","269,970"
2012-10-28 00:00:00,2012-11-14 00:00:00,SO50304,79,Nutrition Naturo,Supplement Store,North America,United States,CO,Colorado,Greeley,369,Pure Casein Protein,Casein Protein,5lbs,Chocolate,Protein,7,"1466,010","10262,070"
2012-10-28 00:00:00,2012-11-13 00:00:00,SO50208,328,Nutrition Strong,Supplement Store,North America,United States,TX,Texas,San Antonio,387,Pure Casein Protein,Casein Protein,2lbs,Coconut,Protein,4,"600,263","2401,050"
2012-10-28 00:00:00,2012-11-18 00:00:00,SO50208,328,Nutrition Strong,Supplement Store,North America,United States,TX,Texas,San Antonio,458,Women's Tights,Vests,L,Black,Clothing,7,"44,994","314,958"
2012-10-28 00:00:00,2012-11-14 00:00:00,SO50265,479,Nutrition Vibrance,Supplement Store,North America,Canada,QC,Quebec,Ville De'anjou,327,100% Egg Protein,Egg Protein,2lbs,Coconut,Protein,3,"469,794","1409,382"
2012-10-28 00:00:00,2012-11-04 00:00:00,SO50265,479,Nutrition Vibrance,Supplement Store,North America,Canada,QC,Quebec,Ville De'anjou,414,100% Keto Food,Meal Replacement,14 serv,Natural,Carbs,1,"149,031","149,031"
2012-10-28 00:00:00,2012-11-07 00:00:00,SO50265,479,Nutrition Vibrance,Supplement Store,North America,Canada,QC,Quebec,Ville De'anjou,464,Half-Finger Gloves,Gloves,M,Black,Clothing,6,"14,129","84,773"
2012-10-28 00:00:00,2012-11-14 00:00:00,SO50265,479,Nutrition Vibrance,Supplement Store,North America,Canada,QC,Quebec,Ville De'anjou,370,Isolate Whey Protein,Whey Protein,5lbs,Capuccino,Protein,4,"1466,010","5864,040"
2012-10-28 00:00:00,2012-11-12 00:00:00,SO50210,43,Nutrittastic,Supplement Store,North America,United States,UT,Utah,Salt Lake City,459,Men's Jacket,Jackets,S,Black,Clothing,2,"53,994","107,988"
2012-10-28 00:00:00,2012-11-18 00:00:00,SO50285,323,Olympic Warehouse,Warehouse,North America,United States,MI,Michigan,Detroit,420,Myolean Evolution,Meal Replacement,30 serv,Natural,Carbs,2,"141,615","283,230"
2012-10-28 00:00:00,2012-11-08 00:00:00,SO50218,127,Repair Store,Warehouse,North America,United States,WA,Washington,Redmond,356,100% Egg Protein,Egg Protein,5lbs,Vanilla,Protein,3,"1242,852","3728,555"
2012-10-28 00:00:00,2012-11-17 00:00:00,SO50218,127,Repair Store,Warehouse,North America,United States,WA,Washington,Redmond,365,Isolate Whey Protein,Whey Protein,2lbs,Capuccino,Protein,3,"647,994","1943,982"
2012-10-28 00:00:00,2012-11-04 00:00:00,SO50250,444,Resurrection Fitness,Gym,North America,Canada,AB,Alberta,Calgary,233,Long-Sleeve Logo Jersey,Jerseys,L,Black,Clothing,4,"28,840","115,362"
2012-10-28 00:00:00,2012-11-14 00:00:00,SO50242,426,Sportsaro,Warehouse,North America,Canada,ON,Ontario,Brampton,216,Animal Pak Multivitamin,Vitamins,44 Packs,NA,Vitamins,8,"20,187","161,492"
2012-10-28 00:00:00,2012-11-10 00:00:00,SO50242,426,Sportsaro,Warehouse,North America,Canada,ON,Ontario,Brampton,458,Women's Tights,Vests,L,Black,Clothing,8,"44,994","359,952"
2012-10-28 00:00:00,2012-11-11 00:00:00,SO50209,487,Sportslux,Warehouse,North America,United States,OR,Oregon,Salem,409,Serious MASS Gainer,Gainer,2lbs,Vanilla,Carbs,3,"209,256","627,768"
2012-10-28 00:00:00,2012-11-12 00:00:00,SO50209,487,Sportslux,Warehouse,North America,United States,OR,Oregon,Salem,458,Women's Tights,Vests,L,Black,Clothing,8,"44,994","359,952"
2012-10-28 00:00:00,2012-11-09 00:00:00,SO50195,653,Start Store,Warehouse,North America,Canada,ON,Ontario,Toronto,352,100% Egg Protein,Egg Protein,5lbs,Banana,Protein,4,"1242,852","4971,407"
2012-10-28 00:00:00,2012-11-13 00:00:00,SO50195,653,Start Store,Warehouse,North America,Canada,ON,Ontario,Toronto,362,100% Egg Protein,Egg Protein,5lbs,Capuccino,Protein,1,"1229,459","1229,459"
2012-10-28 00:00:00,2012-11-14 00:00:00,SO50195,653,Start Store,Warehouse,North America,Canada,ON,Ontario,Toronto,354,100% Egg Protein,Egg Protein,5lbs,Caramel Ice Cream,Protein,1,"1242,852","1242,852"
2012-10-28 00:00:00,2012-11-07 00:00:00,SO50195,653,Start Store,Warehouse,North America,Canada,ON,Ontario,Toronto,356,100% Egg Protein,Egg Protein,5lbs,Vanilla,Protein,3,"1242,852","3728,555"
2012-10-28 00:00:00,2012-11-12 00:00:00,SO50195,653,Start Store,Warehouse,North America,Canada,ON,Ontario,Toronto,360,Blended Protein,Blended Protein,5lbs,Chocolate,Protein,3,"1229,459","3688,377"
2012-10-28 00:00:00,2012-11-10 00:00:00,SO50195,653,Start Store,Warehouse,North America,Canada,ON,Ontario,Toronto,420,Myolean Evolution,Meal Replacement,30 serv,Natural,Carbs,6,"141,615","849,690"
2012-10-28 00:00:00,2012-11-14 00:00:00,SO50195,653,Start Store,Warehouse,North America,Canada,ON,Ontario,Toronto,391,ONE,Meal Replacement,10 packs,Natural,Carbs,3,"88,932","266,796"
2012-10-28 00:00:00,2012-11-18 00:00:00,SO50195,653,Start Store,Warehouse,North America,Canada,ON,Ontario,Toronto,396,ONE,Meal Replacement,24 oz,Natural,Carbs,3,"74,838","224,514"
2012-10-28 00:00:00,2012-11-17 00:00:00,SO50322,546,Supplements Achilles,Supplement Store,North America,United States,CO,Colorado,Loveland,401,AMINOx BCAA,BCAA,70 Servings,NA,Amino Acids,2,"65,602","131,204"
2012-10-28 00:00:00,2012-11-06 00:00:00,SO50322,546,Supplements Achilles,Supplement Store,North America,United States,CO,Colorado,Loveland,364,Isolate Whey Protein,Whey Protein,2lbs,Strawberry,Protein,7,"647,994","4535,958"
2012-10-28 00:00:00,2012-11-14 00:00:00,SO50231,512,Supplements Aphrodite,Supplement Store,North America,United States,TN,Tennessee,Nashville,331,Pure Casein Protein,Casein Protein,2lbs,Strawberry,Protein,4,"469,794","1879,176"
2012-10-28 00:00:00,2012-11-16 00:00:00,SO50312,642,Supplements Crunch,Supplement Store,North America,United States,ME,Maine,Kittery,308,100% Vegan Protein,Vegan Protein,4lbs,Strawberry,Protein,7,"744,273","5209,909"
2012-10-28 00:00:00,2012-11-12 00:00:00,SO50312,642,Supplements Crunch,Supplement Store,North America,United States,ME,Maine,Kittery,453,Men's Sports Shorts,Shorts,M,Black,Clothing,3,"35,994","107,982"
2012-10-28 00:00:00,2012-11-08 00:00:00,SO50321,218,Supplements Jog,Supplement Store,North America,United States,WA,Washington,Longview,375,Concentrate Whey Protein,Whey Protein,5lbs,Capuccino,Protein,2,"1308,938","2617,875"
2012-10-28 00:00:00,2012-11-07 00:00:00,SO50259,558,Supplements Marvel,Supplement Store,North America,United States,NH,New Hampshire,Tilton,464,Half-Finger Gloves,Gloves,M,Black,Clothing,3,"14,129","42,387"
2012-10-28 00:00:00,2012-11-08 00:00:00,SO50259,558,Supplements Marvel,Supplement Store,North America,United States,NH,New Hampshire,Tilton,383,Pure Casein Protein,Casein Protein,2lbs,Chocolate,Protein,2,"600,263","1200,525"
2012-10-28 00:00:00,2012-11-12 00:00:00,SO50314,433,Supplements Nutritious,Supplement Store,North America,United States,WA,Washington,Lacey,387,Pure Casein Protein,Casein Protein,2lbs,Coconut,Protein,2,"600,263","1200,525"
2012-10-28 00:00:00,2012-11-11 00:00:00,SO50289,436,Supplements Physical,Supplement Store,North America,United States,TX,Texas,College Station,337,Pure Casein Protein,Casein Protein,2lbs,Caramel Ice Cream,Protein,7,"469,794","3288,558"
2012-10-28 00:00:00,2012-11-04 00:00:00,SO50289,436,Supplements Physical,Supplement Store,North America,United States,TX,Texas,College Station,456,Women's Tights,Vests,S,Black,Clothing,6,"44,994","269,964"
2012-10-28 00:00:00,2012-11-16 00:00:00,SO50313,403,Supplements Viva,Supplement Store,North America,United States,CA,California,Lake Elsinore,323,Concentrate Whey Protein,Whey Protein,2lbs,Caramel Ice Cream,Protein,2,"469,794","939,588"
2012-10-28 00:00:00,2012-11-08 00:00:00,SO50313,403,Supplements Viva,Supplement Store,North America,United States,CA,California,Lake Elsinore,335,Concentrate Whey Protein,Whey Protein,2lbs,Peanut Butter,Protein,3,"469,794","1409,382"
2012-10-28 00:00:00,2012-11-14 00:00:00,SO50293,476,Supplements Ward,Supplement Store,North America,United States,GA,Georgia,Columbus,366,Isolate Whey Protein,Whey Protein,2lbs,Banana,Protein,3,"647,994","1943,982"
2012-10-28 00:00:00,2012-11-15 00:00:00,SO50213,381,Thin Sports,Warehouse,North America,United States,MO,Missouri,Saint Louis,364,Isolate Whey Protein,Whey Protein,2lbs,Strawberry,Protein,3,"647,994","1943,982"
2012-10-28 00:00:00,2012-11-12 00:00:00,SO50211,377,Total Body,Gym,North America,United States,MI,Michigan,Saginaw,327,100% Egg Protein,Egg Protein,2lbs,Coconut,Protein,6,"469,794","2818,764"
2012-10-28 00:00:00,2012-11-15 00:00:00,SO50306,566,Utopia Sports,Warehouse,North America,United States,MS,Mississippi,Gulfport,352,100% Egg Protein,Egg Protein,5lbs,Banana,Protein,5,"1242,852","6214,259"
2012-10-28 00:00:00,2012-11-11 00:00:00,SO50306,566,Utopia Sports,Warehouse,North America,United States,MS,Mississippi,Gulfport,362,100% Egg Protein,Egg Protein,5lbs,Capuccino,Protein,1,"1229,459","1229,459"
2012-10-28 00:00:00,2012-11-04 00:00:00,SO50306,566,Utopia Sports,Warehouse,North America,United States,MS,Mississippi,Gulfport,354,100% Egg Protein,Egg Protein,5lbs,Caramel Ice Cream,Protein,2,"1242,852","2485,704"
2012-10-28 00:00:00,2012-11-05 00:00:00,SO50306,566,Utopia Sports,Warehouse,North America,United States,MS,Mississippi,Gulfport,358,100% Egg Protein,Egg Protein,5lbs,Strawberry,Protein,2,"1229,459","2458,918"
2012-10-28 00:00:00,2012-11-04 00:00:00,SO50306,566,Utopia Sports,Warehouse,North America,United States,MS,Mississippi,Gulfport,356,100% Egg Protein,Egg Protein,5lbs,Vanilla,Protein,3,"1242,852","3728,555"
2012-10-28 00:00:00,2012-11-08 00:00:00,SO50306,566,Utopia Sports,Warehouse,North America,United States,MS,Mississippi,Gulfport,233,Long-Sleeve Logo Jersey,Jerseys,L,Black,Clothing,4,"28,840","115,362"
2012-10-28 00:00:00,2012-11-10 00:00:00,SO50306,566,Utopia Sports,Warehouse,North America,United States,MS,Mississippi,Gulfport,420,Myolean Evolution,Meal Replacement,30 serv,Natural,Carbs,2,"141,615","283,230"
2012-10-28 00:00:00,2012-11-14 00:00:00,SO50306,566,Utopia Sports,Warehouse,North America,United States,MS,Mississippi,Gulfport,391,ONE,Meal Replacement,10 packs,Natural,Carbs,2,"88,932","177,864"
2012-10-28 00:00:00,2012-11-14 00:00:00,SO50306,566,Utopia Sports,Warehouse,North America,United States,MS,Mississippi,Gulfport,393,ONE,Meal Replacement,12 oz,Natural,Carbs,4,"137,694","550,776"
2012-10-28 00:00:00,2012-11-12 00:00:00,SO50306,566,Utopia Sports,Warehouse,North America,United States,MS,Mississippi,Gulfport,396,ONE,Meal Replacement,24 oz,Natural,Carbs,1,"74,838","74,838"
2012-10-28 00:00:00,2012-11-07 00:00:00,SO50269,583,Venture Crossfit,Gym,North America,United States,AZ,Arizona,Surprise,468,Full-Finger Gloves,Gloves,S,Black,Clothing,2,"22,794","45,588"
2012-10-28 00:00:00,2012-11-12 00:00:00,SO50290,666,Warehousenest,Warehouse,North America,United States,OH,Ohio,Columbus,407,Xtend Original BCAA,BCAA,90 Servings,NA,Amino Acids,3,"65,602","196,805"
2012-10-28 00:00:00,2012-11-10 00:00:00,SO50315,45,Warehouseverse,Warehouse,North America,United States,TN,Tennessee,La Vergne,414,100% Keto Food,Meal Replacement,14 serv,Natural,Carbs,4,"149,031","596,124"
2012-10-28 00:00:00,2012-11-18 00:00:00,SO50315,45,Warehouseverse,Warehouse,North America,United States,TN,Tennessee,La Vergne,415,Serious MASS Gainer,Gainer,1lbs,Caramel Ice Cream,Carbs,4,"198,036","792,144"
2012-10-28 00:00:00,2012-11-18 00:00:00,SO50311,108,Welfare Store,Warehouse,North America,United States,ME,Maine,Kittery,453,Men's Sports Shorts,Shorts,M,Black,Clothing,3,"35,994","107,982"
2012-10-28 00:00:00,2012-11-09 00:00:00,SO50246,317,Workout Sports,Warehouse,North America,Canada,BC,British Columbia,Burnaby,414,100% Keto Food,Meal Replacement,14 serv,Natural,Carbs,2,"149,031","298,062"
2012-10-28 00:00:00,2012-11-09 00:00:00,SO50246,317,Workout Sports,Warehouse,North America,Canada,BC,British Columbia,Burnaby,385,Pure Casein Protein,Casein Protein,2lbs,Peanut Butter,Protein,4,"600,263","2401,050"
2012-10-28 00:00:00,2012-11-05 00:00:00,SO50282,345,Zeus Sports,Warehouse,North America,United States,TX,Texas,Humble,358,100% Egg Protein,Egg Protein,5lbs,Strawberry,Protein,4,"1229,459","4917,836"
2012-11-28 00:00:00,2012-12-10 00:00:00,SO50758,235,Bally Total Fitness,Gym,North America,United States,WA,Washington,Lynnwood,233,Long-Sleeve Logo Jersey,Jerseys,L,Black,Clothing,2,"28,840","57,681"
2012-11-28 00:00:00,2012-12-13 00:00:00,SO50749,21,Bounce Store,Warehouse,North America,United States,TX,Texas,Irving,391,ONE,Meal Replacement,10 packs,Natural,Carbs,2,"88,932","177,864"
2012-11-28 00:00:00,2012-12-18 00:00:00,SO50720,490,Bounce Warehouse,Warehouse,North America,United States,TX,Texas,Mesquite,360,Blended Protein,Blended Protein,5lbs,Chocolate,Protein,2,"1229,459","2458,918"
2012-11-28 00:00:00,2012-12-18 00:00:00,SO50683,72,Departque,Warehouse,North America,United States,NH,New Hampshire,Nashua,239,100% Vegan Protein,Vegan Protein,4lbs,Peanut Butter,Protein,6,"780,818","4684,909"
2012-11-28 00:00:00,2012-12-14 00:00:00,SO50683,72,Departque,Warehouse,North America,United States,NH,New Hampshire,Nashua,323,Concentrate Whey Protein,Whey Protein,2lbs,Caramel Ice Cream,Protein,4,"469,794","1879,176"
2012-11-28 00:00:00,2012-12-14 00:00:00,SO50671,644,Expert Department,Warehouse,North America,United States,OR,Oregon,Springfield,369,Pure Casein Protein,Casein Protein,5lbs,Chocolate,Protein,3,"1466,010","4398,030"
2012-11-28 00:00:00,2012-12-16 00:00:00,SO50727,54,Factory Store,Warehouse,North America,United States,NY,New York,Melville,447,Animal Pak Multivitamin,Vitamins,30 Packs,NA,Vitamins,4,"15,000","60,000"
2012-11-28 00:00:00,2012-12-10 00:00:00,SO50727,54,Factory Store,Warehouse,North America,United States,NY,New York,Melville,381,Pure Casein Protein,Casein Protein,2lbs,Cookies,Protein,3,"600,263","1800,788"
2012-11-28 00:00:00,2012-12-13 00:00:00,SO50716,118,Fulfil Store,Warehouse,North America,Canada,ON,Ontario,Toronto,352,100% Egg Protein,Egg Protein,5lbs,Banana,Protein,3,"1242,852","3728,555"
2012-11-28 00:00:00,2012-12-05 00:00:00,SO50716,118,Fulfil Store,Warehouse,North America,Canada,ON,Ontario,Toronto,362,100% Egg Protein,Egg Protein,5lbs,Capuccino,Protein,3,"1229,459","3688,377"
2012-11-28 00:00:00,2012-12-17 00:00:00,SO50716,118,Fulfil Store,Warehouse,North America,Canada,ON,Ontario,Toronto,358,100% Egg Protein,Egg Protein,5lbs,Strawberry,Protein,4,"1229,459","4917,836"
2012-11-28 00:00:00,2012-12-11 00:00:00,SO50716,118,Fulfil Store,Warehouse,North America,Canada,ON,Ontario,Toronto,356,100% Egg Protein,Egg Protein,5lbs,Vanilla,Protein,2,"1242,852","2485,704"
2012-11-28 00:00:00,2012-12-12 00:00:00,SO50716,118,Fulfil Store,Warehouse,North America,Canada,ON,Ontario,Toronto,236,Long-Sleeve Logo Jersey,Jerseys,XL,Black,Clothing,5,"28,840","144,202"
2012-11-28 00:00:00,2012-12-06 00:00:00,SO50716,118,Fulfil Store,Warehouse,North America,Canada,ON,Ontario,Toronto,420,Myolean Evolution,Meal Replacement,30 serv,Natural,Carbs,4,"141,615","566,460"
2012-11-28 00:00:00,2012-12-19 00:00:00,SO50716,118,Fulfil Store,Warehouse,North America,Canada,ON,Ontario,Toronto,393,ONE,Meal Replacement,12 oz,Natural,Carbs,6,"137,694","826,164"
2012-11-28 00:00:00,2012-12-17 00:00:00,SO50716,118,Fulfil Store,Warehouse,North America,Canada,ON,Ontario,Toronto,396,ONE,Meal Replacement,24 oz,Natural,Carbs,1,"74,838","74,838"
2012-11-28 00:00:00,2012-12-14 00:00:00,SO50705,147,Handle Bars Gym,Gym,North America,United States,IL,Illinois,Chicago,327,100% Egg Protein,Egg Protein,2lbs,Coconut,Protein,4,"469,794","1879,176"
2012-11-28 00:00:00,2012-12-19 00:00:00,SO50705,147,Handle Bars Gym,Gym,North America,United States,IL,Illinois,Chicago,343,Concentrate Whey Protein,Whey Protein,2lbs,Banana,Protein,3,"469,794","1409,382"
2012-11-28 00:00:00,2012-12-19 00:00:00,SO50746,5,Hard Exercise Works,Gym,North America,United States,CA,California,Fremont,327,100% Egg Protein,Egg Protein,2lbs,Coconut,Protein,4,"469,794","1879,176"
2012-11-28 00:00:00,2012-12-09 00:00:00,SO50668,678,Haven Sports,Warehouse,North America,Canada,ON,Ontario,Toronto,393,ONE,Meal Replacement,12 oz,Natural,Carbs,2,"137,694","275,388"
2012-11-28 00:00:00,2012-12-06 00:00:00,SO50668,678,Haven Sports,Warehouse,North America,Canada,ON,Ontario,Toronto,221,Orange Triad,Vitamins,270 Tablets,NA,Vitamins,4,"20,187","80,746"
2012-11-28 00:00:00,2012-12-06 00:00:00,SO50703,90,Iso Department,Warehouse,North America,United States,VA,Virginia,Chantilly,233,Long-Sleeve Logo Jersey,Jerseys,L,Black,Clothing,3,"28,840","86,521"
2012-11-28 00:00:00,2012-12-19 00:00:00,SO50703,90,Iso Department,Warehouse,North America,United States,VA,Virginia,Chantilly,265,PRO Weight Gainer,Gainer,2lbs,Peanut Butter,Carbs,3,"202,332","606,996"
2012-11-28 00:00:00,2012-12-10 00:00:00,SO50685,156,Jazzy Moves,Gym,North America,Canada,QC,Quebec,Montreal,327,100% Egg Protein,Egg Protein,2lbs,Coconut,Protein,1,"469,794","469,794"
2012-11-28 00:00:00,2012-12-14 00:00:00,SO50676,497,Monster Health,Supplement Store,North America,Canada,BC,British Columbia,Richmond,352,100% Egg Protein,Egg Protein,5lbs,Banana,Protein,3,"1242,852","3728,555"
2012-11-28 00:00:00,2012-12-05 00:00:00,SO50676,497,Monster Health,Supplement Store,North America,Canada,BC,British Columbia,Richmond,362,100% Egg Protein,Egg Protein,5lbs,Capuccino,Protein,5,"1229,459","6147,295"
2012-11-28 00:00:00,2012-12-11 00:00:00,SO50676,497,Monster Health,Supplement Store,North America,Canada,BC,British Columbia,Richmond,354,100% Egg Protein,Egg Protein,5lbs,Caramel Ice Cream,Protein,2,"1242,852","2485,704"
2012-11-28 00:00:00,2012-12-09 00:00:00,SO50676,497,Monster Health,Supplement Store,North America,Canada,BC,British Columbia,Richmond,358,100% Egg Protein,Egg Protein,5lbs,Strawberry,Protein,2,"1229,459","2458,918"
2012-11-28 00:00:00,2012-12-06 00:00:00,SO50676,497,Monster Health,Supplement Store,North America,Canada,BC,British Columbia,Richmond,356,100% Egg Protein,Egg Protein,5lbs,Vanilla,Protein,4,"1242,852","4971,407"
2012-11-28 00:00:00,2012-12-11 00:00:00,SO50676,497,Monster Health,Supplement Store,North America,Canada,BC,British Columbia,Richmond,420,Myolean Evolution,Meal Replacement,30 serv,Natural,Carbs,2,"141,615","283,230"
2012-11-28 00:00:00,2012-12-17 00:00:00,SO50676,497,Monster Health,Supplement Store,North America,Canada,BC,British Columbia,Richmond,411,ONE,Meal Replacement,3lbs,Natural,Carbs,1,"125,415","125,415"
2012-11-28 00:00:00,2012-12-09 00:00:00,SO50676,497,Monster Health,Supplement Store,North America,Canada,BC,British Columbia,Richmond,456,Women's Tights,Vests,S,Black,Clothing,6,"44,994","269,964"
2012-11-28 00:00:00,2012-12-14 00:00:00,SO50745,61,Monster Interval,Supplement Store,North America,United States,CA,California,Fullerton,352,100% Egg Protein,Egg Protein,5lbs,Banana,Protein,7,"1242,852","8699,963"
2012-11-28 00:00:00,2012-12-13 00:00:00,SO50745,61,Monster Interval,Supplement Store,North America,United States,CA,California,Fullerton,362,100% Egg Protein,Egg Protein,5lbs,Capuccino,Protein,3,"1229,459","3688,377"
2012-11-28 00:00:00,2012-12-06 00:00:00,SO50745,61,Monster Interval,Supplement Store,North America,United States,CA,California,Fullerton,354,100% Egg Protein,Egg Protein,5lbs,Caramel Ice Cream,Protein,2,"1242,852","2485,704"
2012-11-28 00:00:00,2012-12-19 00:00:00,SO50745,61,Monster Interval,Supplement Store,North America,United States,CA,California,Fullerton,356,100% Egg Protein,Egg Protein,5lbs,Vanilla,Protein,1,"1242,852","1242,852"
2012-11-28 00:00:00,2012-12-11 00:00:00,SO50745,61,Monster Interval,Supplement Store,North America,United States,CA,California,Fullerton,365,Isolate Whey Protein,Whey Protein,2lbs,Capuccino,Protein,4,"647,994","2591,976"
2012-11-28 00:00:00,2012-12-12 00:00:00,SO50745,61,Monster Interval,Supplement Store,North America,United States,CA,California,Fullerton,420,Myolean Evolution,Meal Replacement,30 serv,Natural,Carbs,2,"141,615","283,230"
2012-11-28 00:00:00,2012-12-17 00:00:00,SO50745,61,Monster Interval,Supplement Store,North America,United States,CA,California,Fullerton,411,ONE,Meal Replacement,3lbs,Natural,Carbs,1,"125,415","125,415"
2012-11-28 00:00:00,2012-12-08 00:00:00,SO50675,327,Monster Quest,Supplement Store,North America,United States,MO,Missouri,Saint Louis,352,100% Egg Protein,Egg Protein,5lbs,Banana,Protein,1,"1242,852","1242,852"
2012-11-28 00:00:00,2012-12-14 00:00:00,SO50675,327,Monster Quest,Supplement Store,North America,United States,MO,Missouri,Saint Louis,362,100% Egg Protein,Egg Protein,5lbs,Capuccino,Protein,2,"1229,459","2458,918"
2012-11-28 00:00:00,2012-12-09 00:00:00,SO50675,327,Monster Quest,Supplement Store,North America,United States,MO,Missouri,Saint Louis,354,100% Egg Protein,Egg Protein,5lbs,Caramel Ice Cream,Protein,5,"1242,852","6214,259"
2012-11-28 00:00:00,2012-12-12 00:00:00,SO50675,327,Monster Quest,Supplement Store,North America,United States,MO,Missouri,Saint Louis,358,100% Egg Protein,Egg Protein,5lbs,Strawberry,Protein,2,"1229,459","2458,918"
2012-11-28 00:00:00,2012-12-11 00:00:00,SO50675,327,Monster Quest,Supplement Store,North America,United States,MO,Missouri,Saint Louis,356,100% Egg Protein,Egg Protein,5lbs,Vanilla,Protein,3,"1242,852","3728,555"
2012-11-28 00:00:00,2012-12-05 00:00:00,SO50675,327,Monster Quest,Supplement Store,North America,United States,MO,Missouri,Saint Louis,224,Men's 3/4 Leggings,Vests,L,Black,Clothing,4,"5,187","20,746"
2012-11-28 00:00:00,2012-12-05 00:00:00,SO50675,327,Monster Quest,Supplement Store,North America,United States,MO,Missouri,Saint Louis,420,Myolean Evolution,Meal Replacement,30 serv,Natural,Carbs,2,"141,615","283,230"
2012-11-28 00:00:00,2012-12-17 00:00:00,SO50675,327,Monster Quest,Supplement Store,North America,United States,MO,Missouri,Saint Louis,411,ONE,Meal Replacement,3lbs,Natural,Carbs,1,"125,415","125,415"
2012-11-28 00:00:00,2012-12-16 00:00:00,SO50675,327,Monster Quest,Supplement Store,North America,United States,MO,Missouri,Saint Louis,428,Serious MASS Gainer,Gainer,2lbs,Caramel Ice Cream,Carbs,4,"209,256","837,024"
2012-11-28 00:00:00,2012-12-08 00:00:00,SO50725,473,Monster Samurai,Supplement Store,North America,United States,AZ,Arizona,Phoenix,407,Xtend Original BCAA,BCAA,90 Servings,NA,Amino Acids,2,"65,602","131,204"
